Filename,Variable name,Units,Variable reference,Index type key,Variable type key,Keyed value
ThermalComfort.cc,"""Zone Thermal Comfort CEN 15251 Adaptive Model Running Average Outdoor Air Temperature""",OutputProcessor::Unit::C,state.dataThermalComforts->ThermalComfortData(Loop).CEN15251RunningMeanOutdoorTemp,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::State,state.dataHeatBal->People(Loop).Name
ThermalComfort.cc,"""Zone Thermal Comfort CEN 15251 Adaptive Model Temperature""",OutputProcessor::Unit::C,state.dataThermalComforts->ThermalComfortData(Loop).TComfCEN15251,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::State,state.dataHeatBal->People(Loop).Name
ThermalComfort.cc,"""Zone Thermal Comfort ASHRAE 55 Elevated Air Speed Cooling Effect""",OutputProcessor::Unit::C,state.dataThermalComforts->ThermalComfortData(Loop).CoolingEffectASH55,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::State,state.dataHeatBal->People(Loop).Name
ThermalComfort.cc,"""Zone Thermal Comfort ASHRAE 55 Elevated Air Speed Cooling Effect Adjusted PMV""",OutputProcessor::Unit::None,state.dataThermalComforts->ThermalComfortData(Loop).CoolingEffectAdjustedPMVASH55,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::State,state.dataHeatBal->People(Loop).Name
ThermalComfort.cc,"""Zone Thermal Comfort ASHRAE 55 Elevated Air Speed Cooling Effect Adjusted PPD""",OutputProcessor::Unit::None,state.dataThermalComforts->ThermalComfortData(Loop).CoolingEffectAdjustedPPDASH55,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::State,state.dataHeatBal->People(Loop).Name
ThermalComfort.cc,"""Zone Thermal Comfort ASHRAE 55 Ankle Draft PPD""",OutputProcessor::Unit::None,state.dataThermalComforts->ThermalComfortData(Loop).AnkleDraftPPDASH55,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::State,state.dataHeatBal->People(Loop).Name
ThermalComfort.cc,"""Zone Thermal Comfort ASHRAE 55 Simple Model Summer Clothes Not Comfortable Time""",OutputProcessor::Unit::hr,state.dataThermalComforts->ThermalComfortInASH55(Loop).timeNotSummer,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,state.dataHeatBal->Zone(Loop).Name
ThermalComfort.cc,"""Zone Thermal Comfort ASHRAE 55 Simple Model Winter Clothes Not Comfortable Time""",OutputProcessor::Unit::hr,state.dataThermalComforts->ThermalComfortInASH55(Loop).timeNotWinter,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,state.dataHeatBal->Zone(Loop).Name
ThermalComfort.cc,"""Zone Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time""",OutputProcessor::Unit::hr,state.dataThermalComforts->ThermalComfortInASH55(Loop).timeNotEither,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,state.dataHeatBal->Zone(Loop).Name
ThermalComfort.cc,"""Facility Thermal Comfort ASHRAE 55 Simple Model Summer Clothes Not Comfortable Time""",OutputProcessor::Unit::hr,state.dataThermalComforts->AnyZoneTimeNotSimpleASH55Summer,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,"""Facility"""
ThermalComfort.cc,"""Facility Thermal Comfort ASHRAE 55 Simple Model Winter Clothes Not Comfortable Time""",OutputProcessor::Unit::hr,state.dataThermalComforts->AnyZoneTimeNotSimpleASH55Winter,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,"""Facility"""
ThermalComfort.cc,"""Facility Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time""",OutputProcessor::Unit::hr,state.dataThermalComforts->AnyZoneTimeNotSimpleASH55Either,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,"""Facility"""
ThermalComfort.cc,"""Zone Heating Setpoint Not Met Time""",OutputProcessor::Unit::hr,state.dataThermalComforts->ThermalComfortSetPoint(Loop).notMetHeating,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,state.dataHeatBal->Zone(Loop).Name
ThermalComfort.cc,"""Zone Heating Setpoint Not Met While Occupied Time""",OutputProcessor::Unit::hr,state.dataThermalComforts->ThermalComfortSetPoint(Loop).notMetHeatingOccupied,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,state.dataHeatBal->Zone(Loop).Name
ThermalComfort.cc,"""Zone Cooling Setpoint Not Met Time""",OutputProcessor::Unit::hr,state.dataThermalComforts->ThermalComfortSetPoint(Loop).notMetCooling,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,state.dataHeatBal->Zone(Loop).Name
ThermalComfort.cc,"""Zone Cooling Setpoint Not Met While Occupied Time""",OutputProcessor::Unit::hr,state.dataThermalComforts->ThermalComfortSetPoint(Loop).notMetCoolingOccupied,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,state.dataHeatBal->Zone(Loop).Name
ThermalComfort.cc,"""Facility Heating Setpoint Not Met Time""",OutputProcessor::Unit::hr,state.dataThermalComforts->AnyZoneNotMetHeating,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,"""Facility"""
ThermalComfort.cc,"""Facility Cooling Setpoint Not Met Time""",OutputProcessor::Unit::hr,state.dataThermalComforts->AnyZoneNotMetCooling,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,"""Facility"""
ThermalComfort.cc,"""Facility Heating Setpoint Not Met While Occupied Time""",OutputProcessor::Unit::hr,state.dataThermalComforts->AnyZoneNotMetHeatingOccupied,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,"""Facility"""
ThermalComfort.cc,"""Facility Cooling Setpoint Not Met While Occupied Time""",OutputProcessor::Unit::hr,state.dataThermalComforts->AnyZoneNotMetCoolingOccupied,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,"""Facility"""
PlantComponentTemperatureSources.cc,"""Plant Temperature Source Component Mass Flow Rate""",OutputProcessor::Unit::kg_s,this->MassFlowRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,this->Name
PlantComponentTemperatureSources.cc,"""Plant Temperature Source Component Inlet Temperature""",OutputProcessor::Unit::C,this->InletTemp,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,this->Name
PlantComponentTemperatureSources.cc,"""Plant Temperature Source Component Outlet Temperature""",OutputProcessor::Unit::C,this->OutletTemp,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,this->Name
PlantComponentTemperatureSources.cc,"""Plant Temperature Source Component Source Temperature""",OutputProcessor::Unit::C,this->BoundaryTemp,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,this->Name
PlantComponentTemperatureSources.cc,"""Plant Temperature Source Component Heat Transfer Rate""",OutputProcessor::Unit::W,this->HeatRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,this->Name
PlantComponentTemperatureSources.cc,"""Plant Temperature Source Component Heat Transfer Energy""",OutputProcessor::Unit::J,this->HeatEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,this->Name
PlantValves.cc,"""Tempering Valve Flow Fraction""",OutputProcessor::Unit::None,state.dataPlantValves->TemperValve(Item).FlowDivFract,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataPlantValves->TemperValve(Item).Name
HVACInterfaceManager.cc,"""Plant Common Pipe Mass Flow Rate""",OutputProcessor::Unit::kg_s,PlantCommonPipe(CurLoopNum).Flow,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataPlnt->PlantLoop(CurLoopNum).Name
HVACInterfaceManager.cc,"""Plant Common Pipe Temperature""",OutputProcessor::Unit::C,PlantCommonPipe(CurLoopNum).Temp,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataPlnt->PlantLoop(CurLoopNum).Name
HVACInterfaceManager.cc,"""Plant Common Pipe Flow Direction Status""",OutputProcessor::Unit::None,PlantCommonPipe(CurLoopNum).FlowDir,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataPlnt->PlantLoop(CurLoopNum).Name
HVACInterfaceManager.cc,"""Plant Common Pipe Primary Mass Flow Rate""",OutputProcessor::Unit::kg_s,PlantCommonPipe(CurLoopNum).PriCPLegFlow,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataPlnt->PlantLoop(CurLoopNum).Name
HVACInterfaceManager.cc,"""Plant Common Pipe Secondary Mass Flow Rate""",OutputProcessor::Unit::kg_s,PlantCommonPipe(CurLoopNum).SecCPLegFlow,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataPlnt->PlantLoop(CurLoopNum).Name
HVACInterfaceManager.cc,"""Plant Common Pipe Primary to Secondary Mass Flow Rate""",OutputProcessor::Unit::kg_s,PlantCommonPipe(CurLoopNum).PriToSecFlow,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataPlnt->PlantLoop(CurLoopNum).Name
HVACInterfaceManager.cc,"""Plant Common Pipe Secondary to Primary Mass Flow Rate""",OutputProcessor::Unit::kg_s,PlantCommonPipe(CurLoopNum).SecToPriFlow,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataPlnt->PlantLoop(CurLoopNum).Name
HeatPumpWaterToWaterCOOLING.cc,"""Heat Pump Electricity Rate""",OutputProcessor::Unit::W,state.dataHPWaterToWaterClg->GSHP(GSHPNum).Power,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataHPWaterToWaterClg->GSHP(GSHPNum).Name
HeatPumpWaterToWaterCOOLING.cc,"""Heat Pump Electricity Energy""",OutputProcessor::Unit::J,state.dataHPWaterToWaterClg->GSHP(GSHPNum).Energy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataHPWaterToWaterClg->GSHP(GSHPNum).Name
HeatPumpWaterToWaterCOOLING.cc,"""Heat Pump Load Side Heat Transfer Rate""",OutputProcessor::Unit::W,state.dataHPWaterToWaterClg->GSHP(GSHPNum).QLoad,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataHPWaterToWaterClg->GSHP(GSHPNum).Name
HeatPumpWaterToWaterCOOLING.cc,"""Heat Pump Load Side Heat Transfer Energy""",OutputProcessor::Unit::J,state.dataHPWaterToWaterClg->GSHP(GSHPNum).QLoadEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataHPWaterToWaterClg->GSHP(GSHPNum).Name
HeatPumpWaterToWaterCOOLING.cc,"""Heat Pump Source Side Heat Transfer Rate""",OutputProcessor::Unit::W,state.dataHPWaterToWaterClg->GSHP(GSHPNum).QSource,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataHPWaterToWaterClg->GSHP(GSHPNum).Name
HeatPumpWaterToWaterCOOLING.cc,"""Heat Pump Source Side Heat Transfer Energy""",OutputProcessor::Unit::J,state.dataHPWaterToWaterClg->GSHP(GSHPNum).QSourceEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataHPWaterToWaterClg->GSHP(GSHPNum).Name
HeatPumpWaterToWaterCOOLING.cc,"""Heat Pump Load Side Outlet Temperature""",OutputProcessor::Unit::C,state.dataHPWaterToWaterClg->GSHP(GSHPNum).LoadSideWaterOutletTemp,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataHPWaterToWaterClg->GSHP(GSHPNum).Name
HeatPumpWaterToWaterCOOLING.cc,"""Heat Pump Load Side Inlet Temperature""",OutputProcessor::Unit::C,state.dataHPWaterToWaterClg->GSHP(GSHPNum).LoadSideWaterInletTemp,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataHPWaterToWaterClg->GSHP(GSHPNum).Name
HeatPumpWaterToWaterCOOLING.cc,"""Heat Pump Source Side Outlet Temperature""",OutputProcessor::Unit::C,state.dataHPWaterToWaterClg->GSHP(GSHPNum).SourceSideWaterOutletTemp,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataHPWaterToWaterClg->GSHP(GSHPNum).Name
HeatPumpWaterToWaterCOOLING.cc,"""Heat Pump Source Side Inlet Temperature""",OutputProcessor::Unit::C,state.dataHPWaterToWaterClg->GSHP(GSHPNum).SourceSideWaterInletTemp,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataHPWaterToWaterClg->GSHP(GSHPNum).Name
HeatPumpWaterToWaterCOOLING.cc,"""Heat Pump Load Side Mass Flow Rate""",OutputProcessor::Unit::kg_s,state.dataHPWaterToWaterClg->GSHP(GSHPNum).LoadSideWaterMassFlowRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataHPWaterToWaterClg->GSHP(GSHPNum).Name
HeatPumpWaterToWaterCOOLING.cc,"""Heat Pump Source Side Mass Flow Rate""",OutputProcessor::Unit::kg_s,state.dataHPWaterToWaterClg->GSHP(GSHPNum).SourceSideWaterMassFlowRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataHPWaterToWaterClg->GSHP(GSHPNum).Name
ScheduleManager.cc,"""Schedule Value""",OutputProcessor::Unit::None,state.dataScheduleMgr->Schedule(ScheduleIndex).CurrentValue,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,state.dataScheduleMgr->Schedule(ScheduleIndex).Name
HighTempRadiantSystem.cc,"""Zone Radiant HVAC Heating Rate""",OutputProcessor::Unit::W,state.dataHighTempRadSys->HighTempRadSys(Item).HeatPower,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataHighTempRadSys->HighTempRadSys(Item).Name
HighTempRadiantSystem.cc,"""Zone Radiant HVAC Heating Energy""",OutputProcessor::Unit::J,state.dataHighTempRadSys->HighTempRadSys(Item).HeatEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataHighTempRadSys->HighTempRadSys(Item).Name
HighTempRadiantSystem.cc,"""Zone Radiant HVAC NaturalGas Rate""",OutputProcessor::Unit::W,state.dataHighTempRadSys->HighTempRadSys(Item).GasPower,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataHighTempRadSys->HighTempRadSys(Item).Name
HighTempRadiantSystem.cc,"""Zone Radiant HVAC NaturalGas Energy""",OutputProcessor::Unit::J,state.dataHighTempRadSys->HighTempRadSys(Item).GasEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataHighTempRadSys->HighTempRadSys(Item).Name
HighTempRadiantSystem.cc,"""Zone Radiant HVAC Electricity Rate""",OutputProcessor::Unit::W,state.dataHighTempRadSys->HighTempRadSys(Item).ElecPower,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataHighTempRadSys->HighTempRadSys(Item).Name
HighTempRadiantSystem.cc,"""Zone Radiant HVAC Electricity Energy""",OutputProcessor::Unit::J,state.dataHighTempRadSys->HighTempRadSys(Item).ElecEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataHighTempRadSys->HighTempRadSys(Item).Name
PlantPipingSystemsManager.cc,"""Pipe Segment Inlet Temperature""",OutputProcessor::Unit::C,thisSegment.InletTemperature,OutputProcessor::SOVTimeStepType::Plant,OutputProcessor::SOVStoreType::Average,thisSegment.Name
PlantPipingSystemsManager.cc,"""Pipe Segment Outlet Temperature""",OutputProcessor::Unit::C,thisSegment.OutletTemperature,OutputProcessor::SOVTimeStepType::Plant,OutputProcessor::SOVStoreType::Average,thisSegment.Name
PlantPipingSystemsManager.cc,"""Pipe Segment Fluid Heat Transfer Rate""",OutputProcessor::Unit::W,thisSegment.FluidHeatLoss,OutputProcessor::SOVTimeStepType::Plant,OutputProcessor::SOVStoreType::Average,thisSegment.Name
PlantPipingSystemsManager.cc,"""Pipe Circuit Mass Flow Rate""",OutputProcessor::Unit::kg_s,thisCircuit.CurCircuitFlowRate,OutputProcessor::SOVTimeStepType::Plant,OutputProcessor::SOVStoreType::Average,thisCircuit.Name
PlantPipingSystemsManager.cc,"""Pipe Circuit Inlet Temperature""",OutputProcessor::Unit::C,thisCircuit.InletTemperature,OutputProcessor::SOVTimeStepType::Plant,OutputProcessor::SOVStoreType::Average,thisCircuit.Name
PlantPipingSystemsManager.cc,"""Pipe Circuit Outlet Temperature""",OutputProcessor::Unit::C,thisCircuit.OutletTemperature,OutputProcessor::SOVTimeStepType::Plant,OutputProcessor::SOVStoreType::Average,thisCircuit.Name
PlantPipingSystemsManager.cc,"""Pipe Circuit Fluid Heat Transfer Rate""",OutputProcessor::Unit::W,thisCircuit.FluidHeatLoss,OutputProcessor::SOVTimeStepType::Plant,OutputProcessor::SOVStoreType::Average,thisCircuit.Name
PlantPipingSystemsManager.cc,"""Ground Heat Exchanger Mass Flow Rate""",OutputProcessor::Unit::kg_s,thisCircuit.CurCircuitFlowRate,OutputProcessor::SOVTimeStepType::Plant,OutputProcessor::SOVStoreType::Average,thisCircuit.Name
PlantPipingSystemsManager.cc,"""Ground Heat Exchanger Inlet Temperature""",OutputProcessor::Unit::C,thisCircuit.InletTemperature,OutputProcessor::SOVTimeStepType::Plant,OutputProcessor::SOVStoreType::Average,thisCircuit.Name
PlantPipingSystemsManager.cc,"""Ground Heat Exchanger Outlet Temperature""",OutputProcessor::Unit::C,thisCircuit.OutletTemperature,OutputProcessor::SOVTimeStepType::Plant,OutputProcessor::SOVStoreType::Average,thisCircuit.Name
PlantPipingSystemsManager.cc,"""Ground Heat Exchanger Fluid Heat Transfer Rate""",OutputProcessor::Unit::W,thisCircuit.FluidHeatLoss,OutputProcessor::SOVTimeStepType::Plant,OutputProcessor::SOVStoreType::Average,thisCircuit.Name
PlantPipingSystemsManager.cc,"""GroundDomain Slab Zone Coupled Surface Heat Flux""",OutputProcessor::Unit::W_m2,this->HeatFlux,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,this->Name
PlantPipingSystemsManager.cc,"""GroundDomain Slab Zone Coupled Surface Temperature""",OutputProcessor::Unit::C,this->ZoneCoupledSurfaceTemp,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,this->Name
PlantPipingSystemsManager.cc,"""GroundDomain Basement Wall Interface Heat Flux""",OutputProcessor::Unit::W_m2,this->WallHeatFlux,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,this->Name
PlantPipingSystemsManager.cc,"""GroundDomain Basement Wall Interface Temperature""",OutputProcessor::Unit::C,this->BasementWallTemp,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,this->Name
PlantPipingSystemsManager.cc,"""GroundDomain Basement Floor Interface Heat Flux""",OutputProcessor::Unit::W_m2,this->FloorHeatFlux,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,this->Name
PlantPipingSystemsManager.cc,"""GroundDomain Basement Floor Interface Temperature""",OutputProcessor::Unit::C,this->BasementFloorTemp,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,this->Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Electricity Energy""",OutputProcessor::Unit::J,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Energy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Total Cooling Energy""",OutputProcessor::Unit::J,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).EnergyLoadTotal,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Sensible Cooling Energy""",OutputProcessor::Unit::J,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).EnergySensible,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Latent Cooling Energy""",OutputProcessor::Unit::J,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).EnergyLatent,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Source Side Heat Transfer Energy""",OutputProcessor::Unit::J,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).EnergySource,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Heating Coil Electricity Energy""",OutputProcessor::Unit::J,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Energy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Heating Coil Heating Energy""",OutputProcessor::Unit::J,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).EnergyLoadTotal,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Heating Coil Source Side Heat Transfer Energy""",OutputProcessor::Unit::J,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).EnergySource,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Electricity Rate""",OutputProcessor::Unit::W,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Power,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Total Cooling Rate""",OutputProcessor::Unit::W,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).QLoadTotal,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Sensible Cooling Rate""",OutputProcessor::Unit::W,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).QSensible,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Latent Cooling Rate""",OutputProcessor::Unit::W,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).QLatent,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Source Side Heat Transfer Rate""",OutputProcessor::Unit::W,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).QSource,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Part Load Ratio""",OutputProcessor::Unit::None,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).PartLoadRatio,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Runtime Fraction""",OutputProcessor::Unit::None,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).RunFrac,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Air Mass Flow Rate""",OutputProcessor::Unit::kg_s,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).AirMassFlowRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Air Inlet Temperature""",OutputProcessor::Unit::C,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).InletAirDBTemp,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Air Inlet Humidity Ratio""",OutputProcessor::Unit::kgWater_kgDryAir,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).InletAirHumRat,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Air Outlet Temperature""",OutputProcessor::Unit::C,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).OutletAirDBTemp,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Air Outlet Humidity Ratio""",OutputProcessor::Unit::kgWater_kgDryAir,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).OutletAirHumRat,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Source Side Mass Flow Rate""",OutputProcessor::Unit::kg_s,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).WaterMassFlowRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
WaterToAirHeatPumpSimple.cc,"""Cooling Coil Source Side Inlet Temperature""",OutputProcessor::Unit::C,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).InletWaterTemp,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataWaterToAirHeatPumpSimple->SimpleWatertoAirHP(HPNum).Name
